[7/30/2019 4:08:05 PM] [Debug] [Scene Dump] All Loaded Objects:


[7/30/2019 4:08:05 PM] [Debug] [Scene Dump] EndlessRoundInfo (UnityEngine.GameObject) (4 children). Pos: Local (5500.0, 1000.0, 0.0) / Global (5500.0, 1000.0, 0.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.6, 178.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]     MultiplayerConnectingScreen (UnityEngine.GameObject) (6 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]         Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -86.0, 0.0) / Global (450.7, 177.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]         Sawblade (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]         RegionPings (UnityEngine.GameObject) (0 children). Pos: Local (-535.9, -294.0, 0.0) / Global (414.9, 164.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]         MainMenuButton (UnityEngine.GameObject) (1 children). Pos: Local (-70.7, -86.1, 0.0) / Global (446.0, 177.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]             Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (446.0, 177.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]         RetryButton (UnityEngine.GameObject) (1 children). Pos: Local (71.2, -86.1, 0.0) / Global (455.4, 177.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]             Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (455.4, 177.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]         FailureText (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -9.0, 0.0) / Global (450.7, 183.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]     TutorialOverlayKick (UnityEngine.GameObject) (1 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]         BG (UnityEngine.GameObject) (6 children). Pos: Local (0.0, -3.0, 0.0) / Global (450.7, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]             HeaderLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 74.3, 0.0) / Global (450.7, 188.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]             flairImageBG (UnityEngine.GameObject) (0 children). Pos: Local (-98.9, 3.4, 0.0) / Global (444.1, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]             flairImage (UnityEngine.GameObject) (0 children). Pos: Local (-98.9, 3.4, 0.0) / Global (444.1, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]             Kick (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                 KickIcon (UnityEngine.GameObject) (2 children). Pos: Local (-3.4, 25.1, 0.0) / Global (450.4, 185.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                     Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.4, 185.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                     Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.4, 185.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                 kickLabel (UnityEngine.GameObject) (0 children). Pos: Local (100.3, 19.8, 0.0) / Global (457.4, 184.7, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]             ChangeDirection (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                 WASDMove (UnityEngine.GameObject) (5 children). Pos: Local (42.9, -107.7, 0.0) / Global (453.5, 176.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                     MoveLeftIcon (UnityEngine.GameObject) (2 children). Pos: Local (-73.3, 74.0, 0.0) / Global (448.6, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                         Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (448.6, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                         Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (448.6, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                     MoveRightIcon (UnityEngine.GameObject) (2 children). Pos: Local (-19.6, 74.0, 0.0) / Global (452.2, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                         Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (452.2, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                         Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (452.2, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:19 PM] [Debug] [Scene Dump]                     MoveUpIcon (UnityEngine.GameObject) (2 children). Pos: Local (-47.1, 100.0, 0.0) / Global (450.4, 182.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                         Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.4, 182.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                         Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.4, 182.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     MoveDownIcon (UnityEngine.GameObject) (2 children). Pos: Local (-47.1, 74.0, 0.0) / Global (450.4, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                         Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.4, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                         Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.4, 181.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     MoveText (UnityEngine.GameObject) (0 children). Pos: Local (57.0, 96.1, 0.0) / Global (457.3, 182.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 JoystickMove (UnityEngine.GameObject) (2 children). Pos: Local (35.9, -97.4, 0.0) / Global (453.1, 176.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     MoveHorizontalIcon (UnityEngine.GameObject) (2 children). Pos: Local (-40.2, 89.4, 0.0) / Global (450.4, 182.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                         Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.4, 182.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                         Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.4, 182.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     MoveText (UnityEngine.GameObject) (0 children). Pos: Local (63.9, 85.7, 0.0) / Global (457.3, 182.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             Button (UnityEngine.GameObject) (1 children). Pos: Local (-0.4, -74.1, 0.0) / Global (450.6, 178.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.6, 178.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]     TutorialOverlayHammer (UnityEngine.GameObject) (1 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]         BG (UnityEngine.GameObject) (6 children). Pos: Local (0.0, -3.0, 0.0) / Global (450.7, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             HeaderLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 76.6, 0.0) / Global (450.7, 188.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             flairImageBG (UnityEngine.GameObject) (0 children). Pos: Local (-73.3, 1.9, 0.0) / Global (445.8, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             flairImage (UnityEngine.GameObject) (0 children). Pos: Local (-73.3, 1.9, 0.0) / Global (445.8, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             Button (UnityEngine.GameObject) (1 children). Pos: Local (-0.4, -78.5, 0.0) / Global (450.6, 178.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.6, 178.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             KeyboardInstructions (UnityEngine.GameObject) (6 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Equip1Icon (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 31.4, 0.0) / Global (450.7, 185.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 185.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 185.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Equip2Icon (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 1.9, 0.0) / Global (450.7, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Equip3Icon (UnityEngine.GameObject) (2 children). Pos: Local (0.0, -27.8, 0.0) / Global (450.7, 181.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 181.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 181.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 switch (UnityEngine.GameObject) (0 children). Pos: Local (100.0, 26.8, 0.0) / Global (457.3, 185.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 switch (1) (UnityEngine.GameObject) (0 children). Pos: Local (100.0, -2.3, 0.0) / Global (457.3, 183.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 switch (2) (UnityEngine.GameObject) (0 children). Pos: Local (100.0, -32.7, 0.0) / Global (457.3, 181.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             ControllerHint (UnityEngine.GameObject) (2 children). Pos: Local (2.5, 0.0, 0.0) / Global (450.8, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 nextWeaponText (UnityEngine.GameObject) (0 children). Pos: Local (98.1, 2.4, 0.0) / Global (457.4, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 NextWeaponIcon (UnityEngine.GameObject) (2 children). Pos: Local (-4.4, 1.9, 0.0) / Global (450.5, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.5, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                     Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.5, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]     ControlInstructions (UnityEngine.GameObject) (2 children). Pos: Local (542.0, -300.0, 0.0) / Global (486.8, 163.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]         RaptorInstructions (UnityEngine.GameObject) (6 children). Pos: Local (0.0, 0.0, 0.0) / Global (486.8, 163.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             flameBreathInstructions (UnityEngine.GameObject) (0 children). Pos: Local (-27.7, 71.4, 0.0) / Global (485.0, 168.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             SpecialAttackKey (UnityEngine.GameObject) (2 children). Pos: Local (-13.8, 65.7, 0.0) / Global (485.9, 167.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (485.9, 167.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (485.9, 167.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             kickInstructions (UnityEngine.GameObject) (0 children). Pos: Local (-27.7, 44.7, 0.0) / Global (485.0, 166.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             KickKey (UnityEngine.GameObject) (2 children). Pos: Local (-13.8, 39.6, 0.0) / Global (485.9, 166.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (485.9, 166.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (485.9, 166.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             dismountInstructions (UnityEngine.GameObject) (0 children). Pos: Local (-27.7, 19.7, 0.0) / Global (485.0, 164.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             DismountKey (UnityEngine.GameObject) (2 children). Pos: Local (-13.8, 13.7, 0.0) / Global (485.9, 164.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (485.9, 164.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (485.9, 164.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]         LaserInstructions (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (486.8, 163.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             laserInstructions (UnityEngine.GameObject) (0 children). Pos: Local (-28.1, 19.9, 0.0) / Global (484.9, 164.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             SpecialAttackKey (UnityEngine.GameObject) (2 children). Pos: Local (-13.8, 13.8, 0.0) / Global (485.9, 164.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (485.9, 164.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (485.9, 164.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]     TutorialOverlayFlameBreath (UnityEngine.GameObject) (1 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]         BG (UnityEngine.GameObject) (6 children). Pos: Local (0.0, -3.0, 0.0) / Global (450.7, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             HeaderLabel (UnityEngine.GameObject) (0 children). Pos: Local (2.0, 72.3, 0.0) / Global (450.8, 188.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             flairImageBG (UnityEngine.GameObject) (0 children). Pos: Local (-75.2, 2.0, 0.0) / Global (445.7, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             flairImage (UnityEngine.GameObject) (0 children). Pos: Local (-75.2, 2.0, 0.0) / Global (445.7, 183.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             DescriptionLabel (UnityEngine.GameObject) (0 children). Pos: Local (116.0, -6.2, 0.0) / Global (458.4, 182.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             ControllerActionIcon (UnityEngine.GameObject) (2 children). Pos: Local (12.1, -0.1, 0.0) / Global (451.5, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (451.5, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (451.5, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             GotItButton (UnityEngine.GameObject) (1 children). Pos: Local (-0.4, -74.1, 0.0) / Global (450.6, 178.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.6, 178.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]     TutorialOverlayAimTime (UnityEngine.GameObject) (1 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]         BG (UnityEngine.GameObject) (8 children). Pos: Local (0.0, -3.0, 0.0) / Global (450.7, 183.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             HeaderLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 74.3, 0.0) / Global (450.7, 188.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             flairImageBG (UnityEngine.GameObject) (0 children). Pos: Local (-75.2, 3.4, 0.0) / Global (445.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             flairImage (UnityEngine.GameObject) (0 children). Pos: Local (-75.2, 3.4, 0.0) / Global (445.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             Button (UnityEngine.GameObject) (1 children). Pos: Local (-0.4, -74.1, 0.0) / Global (450.6, 178.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.6, 178.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             Attack1Icon (UnityEngine.GameObject) (2 children). Pos: Local (8.3, 21.9, 0.0) / Global (451.2, 184.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (451.2, 184.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (451.2, 184.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             activateLabelLeftClick (UnityEngine.GameObject) (0 children). Pos: Local (109.9, 14.5, 0.0) / Global (458.0, 184.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             Attack2Icon (UnityEngine.GameObject) (2 children). Pos: Local (8.3, -16.4, 0.0) / Global (451.2, 182.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (451.2, 182.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (451.2, 182.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             activateLabel (UnityEngine.GameObject) (0 children). Pos: Local (109.9, -21.6, 0.0) / Global (458.0, 181.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]     UpgradeUI (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]         EditModeBackground (UnityEngine.GameObject) (4 children). Pos: Local (0.0, -60.0, 0.0) / Global (450.7, 179.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             mouse1 (UnityEngine.GameObject) (0 children). Pos: Local (179.0, 39.0, 0.0) / Global (462.6, 182.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             mouse2 (UnityEngine.GameObject) (0 children). Pos: Local (179.0, 5.0, 0.0) / Global (462.6, 179.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             mouse1label (UnityEngine.GameObject) (0 children). Pos: Local (282.0, 33.0, 0.0) / Global (469.5, 181.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             mouse2label (UnityEngine.GameObject) (0 children). Pos: Local (282.0, -1.0, 0.0) / Global (469.5, 179.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]         CenterHolder (UnityEngine.GameObject) (9 children). Pos: Local (0.0, 27.2, 0.0) / Global (450.7, 185.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]             StoryCutsceneAssets (UnityEngine.GameObject) (6 children). Pos: Local (0.0, -49.5, 0.0) / Global (450.7, 182.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:20 PM] [Debug] [Scene Dump]                 StoryCutsceneBackground (1) (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 182.1, 100.4). Scale: (1.0, 1.0, 1.0)
